0.05100797	0.16086164
-0.74807425	0.08904024
-0.77293371	0.26317168
0.2183736	0.12706142
0.37268336	0.496562
-0.62931544	0.63202159
-0.43307167	0.14479166
-0.8415197	-0.19131316
0.47525648	0.22483671
0.32082976	0.32721288
0.32061253	0.33407547
-0.89077472	0.41168783
0.17850119	0.44691359
0.31558002	0.38853383
0.55777224	0.47272748
0.03191877	0.01222964
0.25090585	0.30716705
0.23571547	0.22493837
-0.07236203	0.33376524
0.50440241	0.08054579
-0.63223351	0.44552458
-0.76784656	0.23614689
-0.70017557	0.21038848
-0.64713491	0.15921366
-0.76739248	0.09259038
-0.51788734	0.03288107
0.17516644	0.34534871
-0.6803119	0.47612156
0.01595199	0.32167526
-0.71481078	0.51421443
0.07837946	0.32284981
-0.80872251	0.47036593
-0.84211234	0.09294232
-0.98591577	0.48309267
0.29104081	0.34275967
0.24321541	0.51488295
-0.60104419	0.05060116
-1.24652451	0.45923165
-0.82769016	0.3618746
-0.62117301	-0.10912158
-0.70584105	0.65907662
0.06718867	0.6057485
0.30505147	0.47417973
0.60788138	0.39361588
-0.78937483	0.17591675
-0.53123209	0.42652809
0.25202071	0.17029707
-0.57880357	0.26553665
-0.83176749	0.54447377
-0.69859164	0.38566851
-0.73642607	0.11857527
-0.93496195	0.11370707
0.43959309	0.41430638
-0.54690854	0.24956276
-0.0840555	0.36521058
0.32211458	0.69087105
0.10764739	0.57946932
-0.7186403	0.25645757
-0.87877752	0.45064757
-0.69846046	0.9505387
0.39757434	0.11810207
-0.50451354	0.57196376
0.25023622	0.39783889
0.61709156	0.10185808
0.3183286	0.08790562
-0.57453363	0.18624195
0.09761865	0.55176786
0.48449339	0.35372973
0.52400684	0.46616851
-0.78138463	-0.07534713
-0.49704591	0.59948077
-0.96984525	0.46624927
0.43541407	0.12192386
-0.67942462	0.30753942
-0.62529036	0.07099046
-0.02318116	0.40442601
0.23200141	0.71066846
0.09384354	0.46674396
0.14234301	0.17898711
-0.61686357	0.25507763
0.23636288	0.51543839
0.38914177	0.40429568
-0.95178678	-0.03772239
0.24087822	0.7194889
0.12446266	0.45178849
-0.6056643	0.26906478
-0.71397188	0.3087178
0.31008428	0.34675335
0.18018786	0.46204643
-0.42663885	0.64723225
0.0614323	0.3249115
0.07736952	0.32183287
0.4281497	0.13445957
